Run,Tick,Temperature,ID_0_Pop_(Producer),ID_1_Pop_(Producer),ID_2_Pop_(Producer),ID_3_Pop_(Consumer),ID_4_Pop_(Consumer),ID_5_Pop_(GeneticEngine),Avg_Heat_Resistance,Avg_Foraging_Efficiency
2776,1,15.0,26538,44464,50012,201,150,19,0.4915695349974511,0.8580109928154457
2776,2,15.0,23222,37444,51154,241,169,18,0.5040283953829181,0.8479570703831446
2776,3,15.0,20299,32054,55320,289,191,18,0.5040283953829181,0.8479570703831446
2776,4,15.0,17723,27599,61261,346,216,22,0.5475997750166729,0.8604497324995326
2776,5,15.0,15451,23747,68217,414,243,25,0.5266901801085365,0.852367239145606
2776,6,15.0,13447,20332,75526,494,274,25,0.5247388849132631,0.8697355228815004
2776,7,15.0,11681,17275,82608,588,309,24,0.5012657422396704,0.8509954803992071
2776,8,15.0,10123,14545,89036,700,347,25,0.465115553140035,0.8460177682481881
2776,9,15.0,8749,12128,94591,830,391,27,0.4415956322925809,0.8512071080643293
2776,10,15.0,7538,10013,99240,983,439,28,0.42479788764625276,0.8365627013319025
2776,11,15.0,6472,8184,103055,1135,493,28,0.4471263252168101,0.8225913191640121
2776,12,15.0,5535,6626,106176,1263,552,26,0.44861058748918986,0.8258035460763643
2776,13,15.0,4718,5321,108746,1369,618,26,0.4361813114901991,0.8355812489998027
2776,14,15.0,4010,4241,110862,1457,691,26,0.4361813114901991,0.8355812489998027
2776,15,15.0,3397,3358,112592,1528,772,25,0.4436212051857518,0.834584298137698
2776,16,15.0,2870,2642,113993,1586,861,27,0.4339040025780217,0.8577329595455735
2776,17,15.0,2419,2066,115114,1633,958,27,0.42102281423842036,0.8644951809044052
2776,18,15.0,2033,1607,115997,1671,1064,29,0.42797052379388884,0.8823954332262256
2776,19,15.0,1704,1243,116678,1701,1179,29,0.41395699764289307,0.901229083419172
2776,20,15.0,1424,955,117189,1724,1304,32,0.42284664439842223,0.8889388253013478
2776,21,15.0,1187,731,117555,1743,1435,35,0.3985869881770791,0.8880193648621904
2776,22,15.0,987,555,117804,1757,1544,32,0.38619972090746424,0.8784444881572693
2776,23,15.0,819,420,117992,1768,1634,33,0.37061204011227594,0.8767011144797179
2776,24,15.0,678,317,118139,1777,1707,38,0.3558422385681671,0.8955791146462735
2776,25,15.0,560,238,118256,1783,1766,40,0.3589457311086822,0.9375465002502394
2776,26,15.0,462,178,118351,1787,1813,53,0.3663907551255036,0.9603911659693013
2776,27,15.0,381,133,118427,1790,1849,59,0.35844671854195814,0.9717711913876944
2776,28,15.0,314,100,118491,1791,1877,67,0.36701278725556946,0.9866563805002958
2776,29,15.0,259,74,118545,1792,1898,80,0.3562332571310859,0.9880278075111972
2776,30,15.0,213,55,118592,1792,1913,94,0.35239286523643754,1.005478487905626
2776,31,15.0,175,41,118633,1791,1923,113,0.3584827458176438,1.0266893104210357
2776,32,15.0,144,31,118672,1789,1927,136,0.35348166324533203,1.0259977846531825
2776,33,15.0,119,23,118710,1786,1927,158,0.34294626856501675,1.0327215290474094
2776,34,15.0,98,17,118749,1783,1923,202,0.3406132452840682,1.0365460115603289
2776,35,15.0,80,12,118788,1777,1912,237,0.3373734174805001,1.0383191663109788
