Run,Tick,Temperature,ID_0_Pop_(Producer),ID_1_Pop_(Producer),ID_2_Pop_(Producer),ID_3_Pop_(Consumer),ID_4_Pop_(Consumer),ID_5_Pop_(GeneticEngine),Avg_Heat_Resistance,Avg_Foraging_Efficiency
4433,1,15.0,31865,42806,34969,173,134,14,0.4998331881865961,1.0350594603025431
4433,2,15.0,33004,35496,30755,214,130,14,0.4998331881865961,1.0350594603025431
4433,3,15.0,37025,29406,27831,265,127,15,0.5143523013867881,1.0468249125316051
4433,4,15.0,43021,24331,25507,328,123,15,0.5143523013867881,1.0468249125316051
4433,5,15.0,50386,20100,23435,405,120,17,0.5147998923965907,1.0430621871807537
4433,6,15.0,58395,16573,21431,501,117,19,0.5330473321508544,1.1125526644287573
4433,7,15.0,66217,13633,19423,618,114,19,0.5260268713040959,1.103060462018908
4433,8,15.0,73148,11180,17415,761,111,18,0.5153828149215748,1.0970337519233766
4433,9,15.0,78825,9135,15455,911,108,20,0.5295592181224634,1.0759279274906592
4433,10,15.0,83319,7435,13601,1044,105,20,0.5295592181224634,1.0759279274906592
4433,11,15.0,86933,6031,11900,1159,102,20,0.5154321264902599,1.084915957385854
4433,12,15.0,89901,4878,10368,1258,99,22,0.5275690688551952,1.0601509094285788
4433,13,15.0,92376,3935,9005,1342,97,21,0.5303975848948108,1.0535134259759982
4433,14,15.0,94456,3167,7802,1413,94,20,0.5103491830138798,1.0504886680998342
4433,15,15.0,96210,2545,6745,1474,92,20,0.4990685503317681,1.0619280389093242
4433,16,15.0,97690,2041,5823,1525,89,20,0.4732217373690103,1.105007937046284
4433,17,15.0,98939,1635,5019,1567,87,23,0.4731963767191113,1.1195500268333374
4433,18,15.0,99995,1309,4322,1603,85,23,0.4731963767191113,1.1195500268333374
4433,19,15.0,100888,1046,3718,1633,83,23,0.45404797799607627,1.128763553433295
4433,20,15.0,101642,836,3196,1658,80,22,0.431758295678802,1.138917569975774
4433,21,15.0,102281,667,2746,1679,78,22,0.4249464340382726,1.1373677033429492
4433,22,15.0,102821,532,2357,1697,76,22,0.4306298415337395,1.1461463917004695
4433,23,15.0,103278,425,2023,1712,74,20,0.4180405193741758,1.205486075191094
4433,24,15.0,103666,339,1736,1724,72,20,0.4410735333370882,1.2374915859569804
4433,25,15.0,103994,270,1489,1735,71,20,0.4410735333370882,1.2374915859569804
4433,26,15.0,104273,215,1276,1744,69,20,0.40122804658377936,1.2434932404922894
4433,27,15.0,104510,171,1094,1751,67,18,0.4317512474016447,1.2307641936514935
4433,28,15.0,104712,136,938,1757,65,15,0.4061203629333148,1.2014446208065466
4433,29,15.0,104883,108,804,1763,64,15,0.41203368264361534,1.24919962798742
4433,30,15.0,105028,86,688,1768,62,13,0.4019443436202098,1.241276611982679
4433,31,15.0,105152,69,590,1772,61,12,0.3749705165815968,1.2492751909878022
4433,32,15.0,105258,55,505,1775,59,15,0.4211858604705355,1.2518335487058958
4433,33,15.0,105348,43,433,1778,58,14,0.40830206563902544,1.2426866659191818
4433,34,15.0,105427,34,371,1780,56,15,0.40009640109334116,1.2503212065725842
4433,35,15.0,105494,27,317,1782,55,14,0.3621485995633345,1.2600578225063919
4433,36,15.0,105553,22,272,1784,53,14,0.3621485995633345,1.2600578225063919
4433,37,15.0,105604,17,233,1785,52,15,0.37810929213322403,1.2680466281872924
4433,38,15.0,105648,14,199,1787,51,17,0.35580877296566066,1.2648360295958583
4433,39,15.0,105687,11,171,1787,50,17,0.32990211586978974,1.2734836051014138
4433,40,15.0,105722,8,146,1788,48,18,0.3449941643276724,1.279395066357996
4433,41,15.0,105752,7,125,1788,47,19,0.3729285256560902,1.2758957790704344
4433,42,15.0,105779,5,107,1789,46,19,0.3805242303192655,1.3083918360871742
4433,43,15.0,105804,4,92,1789,45,19,0.3805242303192655,1.3083918360871742
4433,44,15.0,105825,3,78,1789,44,19,0.3631659864033836,1.3223855899935226
4433,45,15.0,105844,2,67,1789,43,20,0.38475185831328085,1.3336605130256243
4433,46,15.0,105861,2,57,1789,42,20,0.38475185831328085,1.330415396615395
4433,47,15.0,105877,1,49,1789,41,22,0.36691576930379494,1.3222645914830957
4433,48,15.0,105890,1,42,1789,40,22,0.36691576930379494,1.3222645914830957
4433,49,15.0,105904,1,36,1789,39,22,0.3838230640130558,1.318800278192397
4433,50,15.0,105916,0,31,1789,38,24,0.373288458760372,1.3261214873361764
4433,51,15.0,105927,0,26,1789,37,22,0.36944388716496873,1.3177691358287758
4433,52,15.0,105938,0,22,1789,36,23,0.3938752669627282,1.308909981379667
4433,53,15.0,105947,0,19,1789,35,27,0.40121049301013445,1.3129375660075342
4433,54,15.0,105955,0,16,1789,34,27,0.40121049301013445,1.3129375660075342
4433,55,15.0,105964,0,14,1788,33,27,0.3915540745763532,1.3084344120669889
4433,56,15.0,105973,0,12,1788,32,26,0.3956439583118375,1.3065586288495568
4433,57,15.0,105981,0,10,1788,32,25,0.4077940102057466,1.3138486418195399
4433,58,15.0,105987,0,9,1788,31,25,0.4077940102057466,1.3138486418195399
